"Order_ID","Product_ID","Product_Name","Category","Sub_Category","Product_Rating","Marketing_Channel","Quantity","Return_Status","Discount","Sales","Profit","Profit_Margin","Discount_Reason"
"CA-2015-147102","TEC-AC-10000682","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","Technology","Accessories","1.0","Ads","4","No","0.0","66.36","23.226","35.0","No Discount"
"CA-2017-136000","OFF-BI-10004828","GBC Poly Designer Binding Covers","Office Supplies","Binders","4.0","Direct","3","No","0.2","40.176","14.5638","36.25","Promo"
"CA-2016-111913","OFF-BI-10003291","Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies","Binders","3.0","Referral","3","No","0.2","20.952","7.0713","33.75","Promo"
"CA-2016-141082","OFF-LA-10001474","Avery 477","Office Supplies","Labels","4.0","Direct","4","Yes","0.0","122.12","56.1752","46.0","No Discount"
"CA-2017-161459","TEC-PH-10004071","PayAnywhere Card Reader","Technology","Phones","3.0","Social Media","5","No","0.2","39.96","3.4965","8.75","Promo"
"CA-2017-158673","OFF-PA-10000994","Xerox 1915","Office Supplies","Paper","3.0","Social Media","2","No","0.0","209.7","100.656","48.00000000000001","No Discount"
"US-2015-157014","FUR-BO-10004409","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Furniture","Bookcases","4.0","Direct","1","No","0.5","35.49","-15.6156","-44.0","Clearance"
"CA-2015-169733","OFF-ST-10000876","Eldon Simplefile Box Office","Office Supplies","Storage","5.0","Ads","1","No","0.2","9.952","0.9952","10.0","Promo"
"CA-2016-130442","OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies","Appliances","3.0","Referral","3","No","0.2","34.944","3.0576","8.75","Promo"
"CA-2016-124016","OFF-BI-10002071","Fellowes Black Plastic Comb Bindings","Office Supplies","Binders","4.0","Direct","7","No","0.7","12.201","-9.7608","-80.0","Clearance"
"US-2014-157021","OFF-LA-10002312","Avery 490","Office Supplies","Labels","4.0","Referral","2","No","0.0","29.6","14.8","50.0","No Discount"
"US-2014-120740","FUR-FU-10004091","Howard Miller 13"" Diameter Goldtone Round Wall Clock","Furniture","Furnishings","2.0","Referral","4","No","0.0","187.76","76.9816","41.0","No Discount"
"CA-2017-164000","OFF-AR-10003183","Avery Fluorescent Highlighter Four-Color Set","Office Supplies","Art","3.0","Social Media","7","No","0.2","18.704","2.338","12.5","Promo"
"CA-2017-123043","OFF-BI-10000138","Acco Translucent Poly Ring Binders","Office Supplies","Binders","3.0","Email","1","No","0.2","3.744","1.3104","35.0","Promo"
"CA-2017-107132","OFF-BI-10001071","GBC ProClick Punch Binding System","Office Supplies","Binders","2.0","Social Media","2","No","0.2","102.368","37.1084","36.25000000000001","Promo"
"CA-2017-127026","TEC-AC-10002049","Logitech G19 Programmable Gaming Keyboard","Technology","Accessories","5.0","Direct","5","No","0.0","619.95","111.591","17.999999999999996","No Discount"
"CA-2015-112305","TEC-AC-10002018","AmazonBasics 3-Button USB Wired Mouse","Technology","Accessories","3.0","Ads","2","No","0.0","13.98","6.0114","43.0","No Discount"
"CA-2016-132066","FUR-TA-10001539","Chromcraft Rectangular Conference Tables","Furniture","Tables","5.0","Social Media","1","No","0.4","142.182","-37.9152","-26.666666666666668","Bulk Deal"
"CA-2017-122798","OFF-ST-10003058","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","5.0","Referral","5","No","0.0","118.25","34.2925","28.999999999999996","No Discount"
"CA-2015-111339","OFF-FA-10002988","Ideal Clamps","Office Supplies","Fasteners","5.0","Email","5","No","0.2","8.04","2.9145","36.25000000000001","Promo"
"CA-2017-155075","OFF-BI-10003650","GBC DocuBind 300 Electric Binding Machine","Office Supplies","Binders","3.0","Ads","4","No","0.7","631.176","-462.8624","-73.33333333333333","Clearance"
"CA-2014-130428","OFF-AR-10004027","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","Office Supplies","Art","2.0","Referral","2","No","0.2","4.032","1.0584","26.25","Promo"
"CA-2017-106068","OFF-BI-10000962","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","Office Supplies","Binders","3.4675324675324677","Direct","3","No","0.8","9.762","-15.1311","-154.99999999999997","Clearance"
"CA-2016-149111","TEC-PH-10003092","Motorola L804","Technology","Phones","5.0","Referral","1","No","0.2","36.792","4.1391","11.249999999999998","Promo"
"CA-2016-134348","OFF-BI-10004967","Round Ring Binders","Office Supplies","Binders","4.0","Referral","7","No","0.7","4.368","-3.3488","-76.66666666666666","Clearance"
"CA-2014-116834","FUR-FU-10001196","DAX Cubicle Frames - 8x10","Furniture","Furnishings","4.0","Referral","11","No","0.0","63.47","19.041","30.0","No Discount"
"US-2015-129553","TEC-PH-10004897","Mediabridge Sport Armband iPhone 5s","Technology","Phones","4.0","Direct","3","No","0.0","29.97","0.2997","1.0000000000000002","No Discount"
"US-2017-132675","TEC-PH-10003171","Plantronics Encore H101 Dual Earpieces Headset","Technology","Phones","4.0","Direct","2","No","0.0","89.9","25.172","27.999999999999996","No Discount"
"CA-2017-115154","FUR-TA-10001950","Balt Solid Wood Round Tables","Furniture","Tables","4.0","Social Media","2","No","0.0","892.98","80.3682","9.0","No Discount"
"CA-2016-121223","OFF-PA-10001204","Xerox 1972","Office Supplies","Paper","5.0","Ads","2","No","0.2","8.448","2.64","31.25","Promo"
"CA-2017-132738","OFF-PA-10001752","Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","Office Supplies","Paper","1.0","Ads","2","No","0.2","7.968","2.8884","36.25","Promo"
"CA-2017-147361","OFF-ST-10002214","X-Rack File for Hanging Folders","Office Supplies","Storage","5.0","Ads","5","No","0.0","56.45","14.677","25.999999999999996","No Discount"
"CA-2014-104563","FUR-CH-10004495","Global Leather and Oak Executive Chair, Black","Furniture","Chairs","5.0","Direct","2","No","0.2","481.568","54.1764","11.25","Promo"
"CA-2014-124702","FUR-TA-10003008","Lesro Round Back Collection Coffee Table, End Table","Furniture","Tables","3.0","Email","4","No","0.0","730.2","94.926","13.0","No Discount"
"US-2016-139486","TEC-AC-10003832","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","4.0","Social Media","2","No","0.0","66.26","27.1666","41.0","No Discount"
"CA-2016-140256","OFF-AR-10002255","Newell 346","Office Supplies","Art","5.0","Ads","2","No","0.0","5.76","1.6704","29.000000000000004","No Discount"
"CA-2014-128237","OFF-AR-10003338","Eberhard Faber 3 1/2"" Golf Pencils","Office Supplies","Art","4.0","Direct","2","No","0.0","14.88","3.72","25.0","No Discount"
"CA-2016-104311","OFF-ST-10000321","Akro Stacking Bins","Office Supplies","Storage","4.0","Direct","3","No","0.2","18.936","-3.7872","-20.0","Promo"
"CA-2017-102925","FUR-TA-10003469","Balt Split Level Computer Training Table","Furniture","Tables","3.0","Ads","2","No","0.4","166.5","-66.6","-40.0","Bulk Deal"
"CA-2016-157266","OFF-PA-10002689","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies","Paper","3.0","Referral","3","No","0.0","19.44","9.3312","48.00000000000001","No Discount"
"CA-2017-124205","FUR-CH-10003606","SAFCO Folding Chair Trolley","Furniture","Chairs","3.0","Ads","4","No","0.0","512.96","143.6288","28.000000000000004","No Discount"
"CA-2015-142041","OFF-BI-10004187","3-ring staple pack","Office Supplies","Binders","2.0","Referral","5","No","0.2","7.52","2.632","35.0","Promo"
"CA-2017-103009","OFF-PA-10001215","Xerox 1963","Office Supplies","Paper","3.485294117647059","Ads","5","No","0.0","26.4","11.88","45.00000000000001","No Discount"
"CA-2017-121503","TEC-MA-10003674","Hewlett-Packard Deskjet 5550 Printer","Technology","Machines","3.0","Email","3","No","0.4","597.132","49.761","8.333333333333334","Bulk Deal"
"US-2015-120572","OFF-BI-10001098","Acco D-Ring Binder w/DublLock","Office Supplies","Binders","4.0","Ads","2","No","0.7","12.828","-8.9796","-70.0","Clearance"
"CA-2016-149349","FUR-FU-10001037","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","Furniture","Furnishings","5.0","Email","6","Yes","0.6","22.752","-8.532","-37.5","Clearance"
"CA-2015-108259","OFF-BI-10000315","Poly Designer Cover & Back","Office Supplies","Binders","1.0","Ads","7","No","0.7","39.879","-29.2446","-73.33333333333333","Clearance"
"CA-2016-103107","TEC-PH-10001198","Avaya 4621SW VoIP phone","Technology","Phones","5.0","Social Media","3","No","0.2","177.48","19.9665","11.25","Promo"
"CA-2017-102750","FUR-TA-10000198","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","Furniture","Tables","4.0","Social Media","3","No","0.2","1322.352","-99.1764","-7.5","Promo"
"CA-2015-150770","OFF-BI-10002026","Ibico Recycled Linen-Style Covers","Office Supplies","Binders","2.0","Ads","2","No","0.2","62.496","21.8736","35.0","Promo"
"CA-2015-142993","OFF-ST-10000934","Contico 72""H Heavy-Duty Storage System","Office Supplies","Storage","2.0","Email","2","No","0.0","81.96","0.0","0.0","No Discount"
"US-2017-148362","OFF-PA-10003441","Xerox 226","Office Supplies","Paper","4.0","Ads","4","No","0.0","25.92","12.4416","47.99999999999999","No Discount"
"US-2016-160528","FUR-FU-10004973","Flat Face Poster Frame","Furniture","Furnishings","5.0","Social Media","3","No","0.6","22.608","-10.1736","-45.0","Clearance"
"US-2014-121566","OFF-BI-10004528","Cardinal Poly Pocket Divider Pockets for Ring Binders","Office Supplies","Binders","1.0","Direct","1","No","0.2","2.688","0.84","31.249999999999993","Promo"
"CA-2016-160220","OFF-ST-10000617","Woodgrain Magazine Files by Perma","Office Supplies","Storage","3.0","Direct","7","No","0.0","20.86","1.4602","6.999999999999999","No Discount"
"CA-2015-145065","OFF-BI-10002437","Recycled Premium Regency Composition Covers","Office Supplies","Binders","1.0","Direct","2","No","0.2","24.448","8.8624","36.24999999999999","Promo"
"CA-2017-138975","FUR-BO-10004695","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","Furniture","Bookcases","4.0","Direct","9","Yes","0.0","1628.82","374.6286","23.0","No Discount"
"US-2017-153948","OFF-PA-10000157","Xerox 191","Office Supplies","Paper","5.0","Referral","3","No","0.0","59.94","28.1718","47.0","No Discount"
"CA-2016-156573","OFF-BI-10002414","GBC ProClick Spines for 32-Hole Punch","Office Supplies","Binders","1.0","Ads","3","No","0.7","11.277","-8.6457","-76.66666666666667","Clearance"
"CA-2016-155747","FUR-TA-10003392","Global Adaptabilities Conference Tables","Furniture","Tables","1.0","Direct","2","No","0.4","337.176","-118.0116","-35.0","Bulk Deal"
"CA-2014-101175","OFF-ST-10004950","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","4.0","Email","6","No","0.2","100.704","-1.2588","-1.25","Promo"
"CA-2014-123295","FUR-CH-10002372","Office Star - Ergonomically Designed Knee Chair","Furniture","Chairs","3.0","Referral","4","No","0.2","259.136","-25.9136","-10.0","Promo"
"CA-2017-151911","OFF-EN-10002986","#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","Office Supplies","Envelopes","4.0","Referral","4","No","0.0","62.96","28.332","45.0","No Discount"
"CA-2016-115756","OFF-ST-10003058","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","1.0","Ads","3","No","0.0","70.95","20.5755","29.000000000000004","No Discount"
"CA-2014-157784","TEC-AC-10003911","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router","Technology","Accessories","4.0","Social Media","3","No","0.0","479.97","163.1898","34.0","No Discount"
"US-2016-156097","OFF-BI-10004654","Avery Binding System Hidden Tab Executive Style Index Sets","Office Supplies","Binders","3.0","Email","2","Yes","0.8","2.308","-3.462","-150.00000000000003","Clearance"
"CA-2015-169677","OFF-LA-10003223","Avery 508","Office Supplies","Labels","4.0","Email","2","No","0.0","9.82","4.8118","49.0","No Discount"
"CA-2017-107125","FUR-FU-10000732","Eldon 200 Class Desk Accessories","Furniture","Furnishings","5.0","Social Media","3","No","0.0","18.84","6.0288","32.0","No Discount"
"CA-2017-102204","FUR-TA-10001889","Bush Advantage Collection Racetrack Conference Table","Furniture","Tables","1.0","Referral","4","No","0.45","933.262","-458.1468","-49.09090909090909","Clearance"
"CA-2016-164784","OFF-LA-10001569","Avery 499","Office Supplies","Labels","3.0","Direct","1","No","0.2","3.984","1.2948","32.5","Promo"
"US-2016-134488","FUR-CH-10003199","Office Star - Contemporary Task Swivel Chair","Furniture","Chairs","4.0","Direct","2","No","0.3","155.372","-13.3176","-8.571428571428571","Bulk Deal"
"CA-2014-146591","FUR-BO-10001972","O'Sullivan 4-Shelf Bookcase in Odessa Pine","Furniture","Bookcases","4.0","Social Media","5","No","0.7","181.47","-320.597","-176.66666666666666","Clearance"
"CA-2014-103527","OFF-PA-10001622","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","Office Supplies","Paper","3.0","Direct","3","No","0.2","10.896","3.405","31.249999999999993","Promo"
"CA-2017-124828","OFF-AR-10003514","4009 Highlighters by Sanford","Office Supplies","Art","2.0","Direct","3","No","0.2","9.552","1.5522","16.25","Promo"
"CA-2016-143406","FUR-CH-10000513","High-Back Leather Manager's Chair","Furniture","Chairs","3.0","Referral","5","No","0.3","454.965","-136.4895","-30.0","Bulk Deal"
"CA-2017-165155","OFF-ST-10004950","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","Office Supplies","Storage","4.0","Social Media","1","No","0.0","15.51","3.8775","25.0","No Discount"
"CA-2014-157644","OFF-LA-10003148","Avery 51","Office Supplies","Labels","3.3333333333333335","Ads","3","No","0.0","18.9","8.694","46.00000000000001","No Discount"
"CA-2016-101791","FUR-FU-10003247","36X48 HARDFLOOR CHAIRMAT","Furniture","Furnishings","4.0","Email","3","No","0.6","25.176","-33.3582","-132.5","Clearance"
"US-2015-106873","OFF-AR-10001246","Newell 317","Office Supplies","Art","2.0","Ads","7","No","0.2","16.464","1.8522","11.250000000000002","Promo"
"CA-2016-152471","OFF-PA-10004965","Xerox 1921","Office Supplies","Paper","5.0","Ads","2","No","0.2","15.984","4.995","31.25","Promo"
"CA-2017-150959","OFF-BI-10001510","Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies","Binders","5.0","Referral","4","No","0.8","18.336","-32.088","-175.00000000000003","Clearance"
"CA-2016-122017","OFF-AP-10001293","Belkin 8 Outlet Surge Protector","Office Supplies","Appliances","3.0","Social Media","2","No","0.0","81.96","22.9488","28.000000000000004","No Discount"
"CA-2015-154200","OFF-AR-10001044","BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies","Art","5.0","Social Media","2","No","0.0","51.98","15.0742","28.999999999999996","No Discount"
"CA-2015-107083","OFF-BI-10002194","Cardinal Hold-It CD Pocket","Office Supplies","Binders","3.0","Ads","5","No","0.8","7.98","-13.167","-165.0","Clearance"
"CA-2014-117639","OFF-BI-10003925","Fellowes PB300 Plastic Comb Binding Machine","Office Supplies","Binders","2.0","Direct","7","No","0.0","2715.93","1276.4871","47.0","No Discount"
"CA-2017-144498","OFF-LA-10003510","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","Office Supplies","Labels","4.0","Ads","5","No","0.2","122.12","39.689","32.5","Promo"
"CA-2017-157833","OFF-BI-10001721","Trimflex Flexible Post Binders","Office Supplies","Binders","5.0","Ads","3","No","0.2","51.312","17.9592","35.0","Promo"
"CA-2014-168158","OFF-BI-10001759","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Office Supplies","Binders","1.0","Ads","2","No","0.2","6.096","2.2098","36.25","Promo"
"CA-2016-156265","TEC-PH-10001918","Nortel Business Series Terminal T7208 Digital phone","Technology","Phones","2.0","Direct","3","No","0.2","333.576","33.3576","10.0","Promo"
"CA-2014-138317","OFF-EN-10001539","Staple envelope","Office Supplies","Envelopes","2.0","Direct","4","No","0.2","24.896","8.4024","33.75","Promo"
"CA-2015-141593","OFF-BI-10000948","GBC Laser Imprintable Binding System Covers, Desert Sand","Office Supplies","Binders","2.0","Social Media","3","No","0.2","34.248","11.5587","33.75","Promo"
"CA-2016-145982","OFF-FA-10000735","Staples","Office Supplies","Fasteners","3.0","Direct","4","No","0.0","11.68","5.256","45.0","No Discount"
"CA-2017-158246","FUR-CH-10003061","Global Leather Task Chair, Black","Furniture","Chairs","3.0","Email","3","No","0.2","215.976","-2.6997","-1.25","Promo"
"CA-2015-148628","OFF-PA-10003883","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","Office Supplies","Paper","4.0","Social Media","5","No","0.0","32.75","15.065","46.0","No Discount"
"CA-2016-161907","OFF-SU-10000646","Premier Automatic Letter Opener","Office Supplies","Supplies","5.0","Email","4","No","0.2","769.184","-163.4516","-21.250000000000004","Promo"
"CA-2015-149748","OFF-ST-10004340","Fellowes Mobile File Cart, Black","Office Supplies","Storage","4.0","Social Media","1","No","0.0","62.18","16.7886","26.999999999999996","No Discount"
"CA-2014-119977","OFF-PA-10003823","Xerox 197","Office Supplies","Paper","1.0","Ads","4","No","0.0","123.92","55.764","45.0","No Discount"
"CA-2017-144820","OFF-AR-10004817","Colorific Watercolor Pencils","Office Supplies","Art","3.0","Social Media","5","No","0.2","20.64","2.322","11.25","Promo"
"CA-2017-133620","OFF-ST-10004634","Personal Folder Holder, Ebony","Office Supplies","Storage","2.9846153846153847","Referral","1","No","0.0","11.21","3.363","30.0","No Discount"
"US-2016-143819","TEC-MA-10003979","Ativa V4110MDD Micro-Cut Shredder","Technology","Machines","4.0","Direct","7","No","0.0","4899.93","2400.9657","49.0","No Discount"
"CA-2015-138534","FUR-BO-10003159","Sauder Camden County Collection Libraries, Planked Cherry Finish","Furniture","Bookcases","4.0","Referral","2","No","0.15","195.466","-13.7976","-7.0588235294117645","Promo"
"CA-2017-105144","OFF-LA-10003923","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","4.0","Social Media","2","No","0.2","23.68","8.88","37.50000000000001","Promo"
"CA-2017-144862","TEC-PH-10000923","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","Technology","Phones","3.0","Ads","7","No","0.4","62.958","9.4437","15.0","Bulk Deal"
"CA-2016-119445","OFF-ST-10000617","Woodgrain Magazine Files by Perma","Office Supplies","Storage","2.0","Ads","5","No","0.0","14.9","1.043","6.999999999999999","No Discount"
"CA-2015-127453","OFF-AP-10002906","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","Office Supplies","Appliances","5.0","Social Media","2","No","0.2","3.552","0.444","12.5","Promo"
"CA-2017-168389","TEC-PH-10003555","Motorola HK250 Universal Bluetooth Headset","Technology","Phones","3.0","Referral","4","No","0.2","73.568","-16.5528","-22.500000000000004","Promo"
"CA-2016-152247","FUR-CH-10001215","Global Troy Executive Leather Low-Back Tilter","Furniture","Chairs","5.0","Social Media","4","No","0.2","1603.136","100.196","6.25","Promo"
"US-2015-136749","OFF-BI-10004492","Tuf-Vin Binders","Office Supplies","Binders","2.0","Referral","5","No","0.0","157.9","74.213","46.99999999999999","No Discount"
"US-2017-152842","FUR-CH-10004218","Global Fabric Manager's Chair, Dark Gray","Furniture","Chairs","4.0","Direct","3","No","0.2","242.352","15.147","6.25","Promo"
"CA-2017-166926","FUR-BO-10002598","Hon Metal Bookcases, Putty","Furniture","Bookcases","3.0","Referral","2","No","0.0","141.96","41.1684","28.999999999999996","No Discount"
"CA-2016-167241","FUR-FU-10004071","Luxo Professional Magnifying Clamp-On Fluorescent Lamps","Furniture","Furnishings","5.0","Email","3","No","0.0","312.03","43.6842","14.000000000000002","No Discount"
"CA-2014-138737","OFF-AR-10003190","Newell 32","Office Supplies","Art","5.0","Direct","3","No","0.0","8.64","2.4192","27.999999999999996","No Discount"
"CA-2017-130631","FUR-FU-10004093","Hand-Finished Solid Wood Document Frame","Furniture","Furnishings","2.0","Social Media","2","No","0.0","68.46","20.538","30.000000000000004","No Discount"
"CA-2016-117583","OFF-PA-10001246","Xerox 215","Office Supplies","Paper","5.0","Social Media","4","No","0.0","25.92","12.4416","47.99999999999999","No Discount"
"US-2016-124163","TEC-AC-10001908","Logitech Wireless Headset h800","Technology","Accessories","1.0","Ads","5","No","0.0","499.95","174.9825","35.0","No Discount"
"US-2015-123918","OFF-PA-10003001","Xerox 1986","Office Supplies","Paper","5.0","Social Media","1","Yes","0.2","5.344","1.8704","35.0","Promo"
"CA-2016-113082","FUR-FU-10002813","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Furniture","Furnishings","4.0","Referral","2","No","0.0","40.48","14.5728","36.00000000000001","No Discount"
"CA-2014-137092","OFF-ST-10003805","24 Capacity Maxi Data Binder Racks, Pearl","Office Supplies","Storage","3.0","Direct","3","No","0.2","505.32","31.5825","6.25","Promo"
"CA-2016-137939","TEC-PH-10003589","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","Technology","Phones","3.0","Ads","5","No","0.0","89.95","43.176","48.0","No Discount"
"CA-2017-125381","TEC-AC-10000158","Sony 64GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","4.0","Referral","3","No","0.0","107.97","22.6737","21.0","No Discount"
"CA-2015-121405","OFF-PA-10001838","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","Office Supplies","Paper","1.0","Social Media","5","No","0.2","23.52","8.526","36.25","Promo"
"CA-2017-113481","OFF-BI-10000474","Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies","Binders","3.0","Social Media","6","No","0.7","28.854","-21.1596","-73.33333333333334","Clearance"
"CA-2017-126536","TEC-AC-10003709","Maxell 4.7GB DVD-R 5/Pack","Technology","Accessories","4.0","Social Media","1","No","0.0","0.99","0.4356","44.0","No Discount"
"US-2015-134558","FUR-TA-10003473","Bretford Rectangular Conference Table Tops","Furniture","Tables","1.0","Referral","4","No","0.3","1053.164","-105.3164","-10.0","Bulk Deal"
"CA-2017-121195","OFF-ST-10000585","Economy Rollaway Files","Office Supplies","Storage","3.0","Ads","2","No","0.2","264.32","19.824","7.500000000000001","Promo"
"CA-2017-112039","TEC-PH-10000984","Panasonic KX-TG9471B","Technology","Phones","3.0","Referral","3","No","0.2","470.376","47.0376","10.0","Promo"
"CA-2014-103317","FUR-FU-10001591","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","2.0","Referral","2","No","0.2","19.52","5.368","27.500000000000004","Promo"
"CA-2017-109701","OFF-AR-10001868","Prang Dustless Chalk Sticks","Office Supplies","Art","5.0","Social Media","6","No","0.0","10.08","5.04","50.0","No Discount"
"CA-2016-167605","FUR-FU-10001602","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","Furniture","Furnishings","1.0","Ads","2","No","0.6","30.344","-31.8612","-105.0","Clearance"
"CA-2017-140326","FUR-BO-10000112","Bush Birmingham Collection Bookcase, Dark Cherry","Furniture","Bookcases","5.0","Email","9","No","0.3","825.174","-117.882","-14.285714285714288","Bulk Deal"
"CA-2016-155551","OFF-PA-10001560","Adams Telephone Message Books, 5 1/4 x 11","Office Supplies","Paper","4.0","Referral","2","No","0.2","9.664","3.2616","33.75","Promo"
"CA-2015-137974","FUR-BO-10001519","O'Sullivan 3-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","4.0","Social Media","9","No","0.0","523.26","125.5824","24.000000000000004","No Discount"
"CA-2014-150581","TEC-AC-10001908","Logitech Wireless Headset h800","Technology","Accessories","4.0","Referral","4","No","0.0","399.96","139.986","35.0","No Discount"
"CA-2017-151071","OFF-BI-10002103","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","Office Supplies","Binders","5.0","Social Media","2","Yes","0.2","13.904","4.5188","32.49999999999999","Promo"
"CA-2016-159023","OFF-BI-10002813","Avery Reinforcements for Hole-Punch Pages","Office Supplies","Binders","4.0","Direct","7","No","0.7","4.158","-3.465","-83.33333333333333","Clearance"
"CA-2016-150350","OFF-PA-10002160","Xerox 1978","Office Supplies","Paper","2.0","Social Media","6","No","0.0","34.68","16.9932","49.00000000000001","No Discount"
"CA-2014-122882","TEC-PH-10003589","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","Technology","Phones","4.0","Email","3","No","0.4","32.382","4.3176","13.333333333333334","Bulk Deal"
"CA-2017-135307","FUR-FU-10001290","Executive Impressions Supervisor Wall Clock","Furniture","Furnishings","4.0","Social Media","3","No","0.0","126.3","40.416","32.0","No Discount"
"CA-2017-116498","OFF-AR-10003405","Dixon My First Ticonderoga Pencil, #2","Office Supplies","Art","3.0","Email","6","No","0.0","35.1","10.179","28.999999999999996","No Discount"
"CA-2017-105235","FUR-FU-10000521","Seth Thomas 14"" Putty-Colored Wall Clock","Furniture","Furnishings","2.0","Direct","2","No","0.0","58.68","18.1908","31.0","No Discount"
"CA-2015-124107","TEC-AC-10002049","Logitech G19 Programmable Gaming Keyboard","Technology","Accessories","3.0","Social Media","5","No","0.0","619.95","111.591","17.999999999999996","No Discount"
"CA-2017-104024","OFF-AR-10001972","Newell 323","Office Supplies","Art","4.0","Referral","7","No","0.2","9.408","0.7056","7.500000000000001","Promo"
"CA-2015-136147","TEC-AC-10004568","Maxell LTO Ultrium - 800 GB","Technology","Accessories","5.0","Referral","5","No","0.2","111.96","-1.3995","-1.25","Promo"
"CA-2015-108532","TEC-AC-10004510","Logitech Desktop MK120 Mouse and keyboard Combo","Technology","Accessories","3.0","Referral","7","No","0.0","114.52","11.452","10.0","No Discount"
"CA-2017-141663","OFF-FA-10004076","Translucent Push Pins by OIC","Office Supplies","Fasteners","3.0","Email","5","No","0.2","7.92","1.683","21.250000000000004","Promo"
"CA-2014-109127","OFF-LA-10004409","Avery 492","Office Supplies","Labels","5.0","Ads","6","No","0.0","17.28","7.9488","46.0","No Discount"
"CA-2015-150714","OFF-LA-10001474","Avery 477","Office Supplies","Labels","1.0","Email","6","No","0.2","146.544","47.6268","32.5","Promo"
"CA-2017-157469","OFF-AR-10001662","Rogers Handheld Barrel Pencil Sharpener","Office Supplies","Art","4.0","Referral","9","No","0.2","19.728","1.7262","8.75","Promo"
"US-2014-164406","OFF-BI-10003638","GBC Durable Plastic Covers","Office Supplies","Binders","3.0","Social Media","3","No","0.2","46.44","15.093","32.5","Promo"
"CA-2015-169201","OFF-AP-10002082","Holmes HEPA Air Purifier","Office Supplies","Appliances","3.0","Email","2","No","0.0","43.56","15.246","35.0","No Discount"
"CA-2014-140858","OFF-PA-10003395","Xerox 1941","Office Supplies","Paper","4.0","Social Media","4","No","0.2","335.52","117.432","35.0","Promo"
"CA-2017-137785","FUR-CH-10001482","Office Star - Mesh Screen back chair with Vinyl seat","Furniture","Chairs","5.0","Social Media","5","No","0.3","458.43","-124.431","-27.142857142857142","Bulk Deal"
"CA-2016-110982","OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies","Appliances","4.0","Social Media","4","No","0.0","58.24","15.7248","27.0","No Discount"
"CA-2016-111682","OFF-ST-10000604","Home/Office Personal File Carts","Office Supplies","Storage","1.0","Ads","6","No","0.0","208.56","52.14","25.0","No Discount"
"CA-2015-169299","OFF-AR-10002053","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","Office Supplies","Art","1.0","Email","3","No","0.2","7.152","0.7152","10.0","Promo"
"US-2017-114356","TEC-PH-10003171","Plantronics Encore H101 Dual Earpieces Headset","Technology","Phones","4.0","Referral","1","No","0.2","35.96","3.596","10.0","Promo"
"CA-2015-110877","OFF-PA-10004621","Xerox 212","Office Supplies","Paper","2.0","Direct","7","No","0.2","36.288","12.7008","35.0","Promo"
